Time [s],Packet ID,MOSI,MISO
13.806238000000000,,0xD8,0xD0
13.873194000000000,,0x00,0x00
13.890101000000000,,0xD0,0xD0
13.906701999999999,,0xD0,0xD0
13.974512000000001,,0x00,0x00
13.991114000000000,,0xD4,0xD4
14.007837000000000,,0x54,0xD4
14.040613000000000,,0x00,0x00
22.945347000000002,,0xFE,0xFE
22.948948000000001,,0x60,0x60
22.965610999999999,,0xFE,0x60
22.999058000000002,,0x20,0x60
23.015843000000000,,0x60,0x60
23.032567000000000,,0x60,0x60
23.049289999999999,,0x20,0x60
23.066075000000001,,0x60,0x60
23.082799000000001,,0x60,0x60
23.099522000000000,,0x60,0x60
23.116246000000000,,0x60,0x60
23.135594000000001,,0x70,0x60
23.149754000000001,,0x60,0x60
23.166478000000001,,0x60,0x60
23.183202000000001,,0x00,0x00
23.199925000000000,,0x00,0x00
23.216709999999999,,0x00,0x00
23.233433999999999,,0x00,0x00
23.250218000000000,,0x00,0x00
23.266942000000000,,0x00,0x00
23.283666000000000,,0x00,0x00
23.300388999999999,,0x00,0x00
23.317174000000001,,0x00,0x00
23.367345000000000,,0x00,0x00
23.384069000000000,,0xFD,0x00
23.434362000000000,,0xFD,0x00
23.435642999999999,,0xFD,0xFD
23.436924999999999,,0xFF,0xFD
23.438206999999998,,0xFD,0xFD
23.439488999999998,,0xFD,0xFD
23.440770000000001,,0xFD,0xFD
23.442052000000000,,0xFF,0xFD
23.443334000000000,,0xFD,0xFD
23.444614999999999,,0xFD,0xFD
23.445958000000001,,0xFD,0xB8
23.447301000000000,,0xD6,0x09
23.448582999999999,,0x45,0x5B
23.449864999999999,,0xB6,0xAF
23.451146000000001,,0x39,0x05
23.452428000000001,,0x9F,0x5D
23.453710000000001,,0x13,0xB7
23.454991000000000,,0x8B,0x13
23.456272999999999,,0x05,0x71
23.457616000000002,,0x80,0xD0
23.458898000000001,,0x7E,0xFD
23.460179000000000,,0x7D,0xFD
23.461461000000000,,0xFD,0xFD
23.462743000000000,,0xFE,0xFD
23.464024999999999,,0xFD,0xFD
23.465306000000002,,0xFD,0xFD
23.466588000000002,,0xFD,0xFD
23.467931000000000,,0xFE,0xFD
23.469273999999999,,0x91,0xFD
23.470555000000001,,0xC4,0x83
23.471837000000001,,0x83,0x91
23.473119000000001,,0x50,0x80
23.474401000000000,,0x80,0x82
23.475681999999999,,0xD2,0x8E
23.476963999999999,,0x87,0x8D
23.478245999999999,,0x50,0x50
23.479527999999998,,0x89,0x00
23.480809000000001,,0xC0,0x00
23.482091000000000,,0x82,0x00
23.483433999999999,,0x04,0x00
23.484777000000001,,0xA5,0x06
23.486058000000000,,0xA4,0x4A
23.487340000000000,,0x3B,0x31
23.488621999999999,,0x83,0x68
23.489903999999999,,0xFF,0x0E
23.491185000000002,,0x80,0xB0
23.492467000000001,,0x00,0x80
23.493749000000001,,0xA5,0xFF
23.495031000000001,,0x00,0x4A
23.496312000000000,,0x1B,0x01
23.497655000000002,,0x00,0x34
23.498998000000000,,0x00,0x32
23.500280000000000,,0x00,0x00
23.501560999999999,,0x00,0x19
23.502842999999999,,0xFF,0x02
23.504124999999998,,0x21,0x03
23.505407000000002,,0x27,0x40
23.506688000000000,,0x62,0x3A
23.507970000000000,,0x00,0x3B
23.509252000000000,,0xAC,0x13
23.510534000000000,,0x15,0xEA
23.511814999999999,,0x00,0x78
23.513158000000001,,0x01,0x0B
23.514500999999999,,0x05,0xB6
23.515782999999999,,0x01,0xA8
23.517064000000001,,0x0B,0x69
23.518346000000001,,0x01,0xAA
23.519628000000001,,0x1D,0x6B
23.520910000000001,,0x01,0xBE
23.522190999999999,,0x01,0x6A
23.523472999999999,,0x00,0x96
23.524754999999999,,0x62,0x6A
23.526036000000001,,0x00,0xA3
23.527379000000000,,0xF4,0x69
23.528721999999998,,0xD0,0x96
23.530004000000002,,0x2D,0x31
23.531285000000000,,0xA3,0x91
23.532567000000000,,0x0E,0x23
23.533849000000000,,0x1F,0x0A
23.535131000000000,,0x00,0x05
23.536411999999999,,0x09,0x0F
23.537693999999998,,0x00,0x55
23.538976000000002,,0x1B,0x01
23.540258000000001,,0x00,0x34
23.541539000000000,,0x11,0x00
23.542881999999999,,0x00,0xBD
23.544225000000001,,0x0B,0x00
23.545507000000001,,0x00,0xD3
23.546787999999999,,0x12,0x00
23.548069999999999,,0x00,0xC7
23.549351999999999,,0x0E,0x00
23.550633999999999,,0x24,0xFF
23.551915000000001,,0x00,0x31
23.553197000000001,,0x1E,0x01
23.554479000000001,,0x00,0x13
23.555761000000000,,0x00,0x2E
23.557103000000001,,0x00,0x00
23.558446000000000,,0x02,0x05
23.559728000000000,,0xFF,0x04
23.561010000000000,,0x10,0xFF
23.562290999999998,,0x00,0x59
23.563573000000002,,0x00,0x58
23.564855000000001,,0x00,0x9D
23.566137000000001,,0xAC,0x99
23.567418000000000,,0x15,0xEA
23.568700000000000,,0x00,0x78
23.569982000000000,,0x03,0x09
23.571263999999999,,0x0C,0xB8
23.572606000000000,,0x00,0x07
23.573948999999999,,0xE6,0x67
23.575230999999999,,0x00,0x8A
23.576512999999998,,0xAA,0x68
23.577794000000001,,0x00,0xBD
23.579076000000001,,0xFE,0x67
23.580358000000000,,0x00,0xB4
23.581640000000000,,0xC4,0x67
23.582920999999999,,0x00,0xAF
23.584202999999999,,0x6E,0x67
23.585484999999998,,0x60,0x63
23.586828000000001,,0xDA,0x01
23.588170000000002,,0x03,0x9C
23.589452000000001,,0x00,0x0A
23.590734000000001,,0x00,0x0F
23.592016000000001,,0x00,0x0A
23.593297000000000,,0x0B,0x05
23.594579000000000,,0x00,0x55
23.595860999999999,,0x1E,0x01
23.597142000000002,,0x00,0x13
23.598424000000001,,0x00,0x00
23.599706000000001,,0x00,0xE2
23.600988000000001,,0x0E,0x01
23.602329999999998,,0x00,0x05
23.603673000000001,,0x14,0x00
23.604955000000000,,0x00,0x82
23.606237000000000,,0x0F,0x00
23.607519000000000,,0x33,0x98
23.608799999999999,,0x01,0x68
23.610081999999998,,0x06,0x00
23.611363999999998,,0x26,0xFD
23.612645000000001,,0x00,0x19
23.613927000000000,,0x1C,0x00
23.615209000000000,,0x16,0x17
23.616551999999999,,0x2D,0x17
23.617894000000000,,0xB5,0x2D
23.619176000000000,,0x7B,0x18
23.620457999999999,,0x6E,0x56
23.621739999999999,,0x07,0x62
23.623021000000001,,0xEA,0x57
23.624303000000001,,0x78,0xEA
23.625585000000001,,0x09,0x78
23.626867000000001,,0x5E,0x09
23.628147999999999,,0xED,0x5E
23.629429999999999,,0x73,0xED
23.630711999999999,,0x50,0x64
23.632055000000001,,0x68,0x3F
23.633396999999999,,0x54,0x64
23.634678999999998,,0x77,0xA0
23.635961000000002,,0xA3,0x64
23.637243000000002,,0x69,0x16
23.638524000000000,,0xAA,0x64
23.639806000000000,,0x7C,0x32
23.641088000000000,,0x5D,0x64
23.642370000000000,,0x5B,0x33
23.643650999999998,,0x09,0x76
23.644933000000002,,0x0F,0xE4
23.646276000000000,,0x14,0x1E
23.647618999999999,,0x0A,0x14
23.648900000000001,,0x0F,0x1E
23.650182000000001,,0x59,0x0A
23.651464000000001,,0x01,0x55
23.652746000000000,,0x05,0x00
23.654026999999999,,0x80,0xFD
23.655308999999999,,0xD9,0x00
23.656590999999999,,0x00,0xA1
23.657872999999999,,0x9A,0x00
23.659154000000001,,0x00,0x97
23.660436000000001,,0xCD,0x01
23.661778999999999,,0x00,0x1B
23.663122000000001,,0xC7,0x00
23.664403000000000,,0xC3,0xE8
23.665685000000000,,0x01,0x0E
23.666967000000000,,0x35,0x00
23.668248999999999,,0x49,0xF9
23.669530000000002,,0x00,0x2A
23.670812000000002,,0x1C,0x00
23.672094000000001,,0x18,0x08
23.673376000000001,,0x03,0x03
23.674657000000000,,0x81,0x5A
23.675999999999998,,0x5F,0x8A
23.677343000000000,,0x85,0x6D
23.678625000000000,,0x69,0x65
23.679905999999999,,0xFA,0x5F
23.681187999999999,,0x7C,0xEA
23.682469999999999,,0x0B,0x78
23.683751000000001,,0xB6,0x09
23.685033000000001,,0xB8,0xB8
23.686315000000000,,0x67,0x07
23.687597000000000,,0x92,0x67
23.688877999999999,,0x68,0x73
23.690159999999999,,0x7F,0x68
23.691503000000001,,0x66,0x82
23.692845999999999,,0x2F,0x68
23.694127000000002,,0xE9,0x1C
23.695409000000001,,0x18,0x67
23.696691000000001,,0x68,0x00
23.697973000000001,,0x26,0x66
23.699254000000000,,0x20,0xB2
23.700536000000000,,0xB6,0x54
23.701817999999999,,0x14,0x75
23.703099999999999,,0x0A,0x0F
23.704381000000001,,0x14,0x0A
23.705724000000000,,0x1C,0x0F
23.707066999999999,,0x56,0x14
23.708348999999998,,0x01,0x55
23.709630000000001,,0xB5,0x00
23.710912000000000,,0x00,0xF9
23.712194000000000,,0xED,0x00
23.713476000000000,,0x00,0x9E
23.714756999999999,,0xC0,0x00
23.716038999999999,,0x01,0x94
23.717320999999998,,0x15,0x00
23.718603000000002,,0x01,0xED
23.719884000000000,,0x17,0x01
23.721226999999999,,0x00,0x0C
23.722570000000001,,0x00,0xB0
23.723852000000001,,0x00,0x00
23.725133000000000,,0x00,0x22
23.726414999999999,,0x00,0x00
23.727696999999999,,0x00,0x00
23.728978999999999,,0x00,0x14
23.730260000000001,,0x00,0x14
23.731542000000001,,0x00,0x2D
23.732824000000001,,0x00,0x0A
23.734106000000001,,0x00,0x2D
23.735448000000002,,0x00,0x34
23.736791000000000,,0x00,0x00
23.738073000000000,,0x00,0xAC
23.739355000000000,,0x00,0x15
23.740635999999999,,0x00,0x00
23.741917999999998,,0x00,0x05
23.743200000000002,,0x00,0xD9
23.744482000000001,,0x00,0x02
23.745763000000000,,0x00,0xB1
23.747045000000000,,0x00,0x03
23.748327000000000,,0x00,0x01
23.749607999999998,,0x00,0x02
23.750951000000001,,0x00,0xC6
23.752293999999999,,0x00,0x03
23.753575999999999,,0x00,0x9B
23.754857999999999,,0x00,0x01
23.756139000000001,,0x00,0xC8
23.757421000000001,,0x00,0x6D
23.758703000000001,,0x00,0x8E
23.759983999999999,,0x00,0x23
23.761265999999999,,0x00,0x28
23.762547999999999,,0x00,0x19
23.763829999999999,,0x00,0x00
23.765172000000000,,0x00,0x0D
23.766514999999998,,0x00,0x00
23.767797000000002,,0x00,0x22
23.769079000000001,,0x00,0x00
23.770360000000000,,0x00,0x14
23.771642000000000,,0x00,0x00
23.772924000000000,,0x00,0x14
23.774206000000000,,0x00,0x00
23.775486999999998,,0x00,0x18
23.776769000000002,,0x00,0x00
23.778051000000001,,0x00,0x16
23.779333000000001,,0x00,0x80
23.780674999999999,,0x00,0x00
23.782018000000001,,0x00,0x61
23.783300000000001,,0x00,0x21
23.784582000000000,,0x00,0x00
23.785862999999999,,0x00,0x15
23.787144999999999,,0x00,0x15
23.788426999999999,,0x00,0xBE
23.789708999999998,,0x00,0x0A
23.790990000000001,,0x00,0x27
23.792272000000001,,0x00,0x32
23.793554000000000,,0x00,0x00
23.794896999999999,,0x00,0xEA
23.796239000000000,,0x00,0x78
23.797521000000000,,0x00,0x00
23.798802999999999,,0x00,0x8C
23.800084999999999,,0x00,0x61
23.801366000000002,,0x00,0x00
23.802648000000001,,0x00,0x00
23.803930000000001,,0x00,0x00
23.805212000000001,,0x00,0x00
23.806493000000000,,0x00,0x00
23.807774999999999,,0x00,0x00
23.809056999999999,,0x00,0x00
23.810400000000001,,0x00,0x00
23.811741999999999,,0x00,0x00
23.813023999999999,,0x00,0x00
23.814305999999998,,0x00,0xA4
23.815588000000002,,0x00,0x7F
23.816869000000001,,0x00,0x23
23.818151000000000,,0x00,0x1E
23.819433000000000,,0x00,0x14
23.820715000000000,,0x00,0x00
23.821995999999999,,0x00,0x21
23.823277999999998,,0x00,0x00
23.824621000000000,,0x00,0x61
23.825963999999999,,0x00,0x00
23.827245000000001,,0x00,0x41
23.828527000000001,,0x00,0x00
23.829809000000001,,0x00,0x3B
23.831091000000001,,0x00,0x00
23.832371999999999,,0x00,0x41
23.833653999999999,,0x00,0x00
23.834935999999999,,0x91,0x43
23.836217000000001,,0x84,0x83
23.837499000000001,,0x83,0x91
23.838781000000001,,0x50,0x80
23.840123999999999,,0x80,0x82
23.841467000000002,,0x92,0x8E
23.842748000000000,,0x87,0x8D
23.844030000000000,,0x50,0x50
23.845312000000000,,0x89,0x00
23.846592999999999,,0x80,0x00
23.847874999999998,,0x82,0x00
23.849157000000002,,0x90,0x00
23.850439000000001,,0x84,0x83
23.851720000000000,,0xC3,0x91
23.853002000000000,,0x58,0x80
23.854344999999999,,0x80,0x82
23.855688000000001,,0x92,0x8E
23.856970000000000,,0x87,0x8D
23.858250999999999,,0x58,0x50
23.859532999999999,,0x88,0x00
23.860814999999999,,0x80,0x00
23.862096000000001,,0xC2,0x00
23.863378000000001,,0x83,0x00
23.864660000000001,,0x91,0x83
23.865942000000000,,0x80,0x91
23.867222999999999,,0xC2,0x80
23.868504999999999,,0x8E,0x82
23.869848000000001,,0x8D,0x8E
23.871191000000000,,0x50,0x8D
23.872471999999998,,0x00,0x50
23.873754000000002,,0x00,0x00
23.875036000000001,,0x00,0x00
23.876318000000001,,0x00,0x00
23.877599000000000,,0xC3,0x00
23.878881000000000,,0x99,0x83
23.880163000000000,,0x80,0x91
23.881444999999999,,0x82,0x80
23.882726000000002,,0xCE,0x82
23.884069000000000,,0x8D,0x8E
23.885411999999999,,0x50,0x8D
23.886693999999999,,0x00,0x50
23.887975000000001,,0x00,0x00
23.889257000000001,,0x00,0x00
23.890539000000000,,0x00,0x00
23.891821000000000,,0x00,0x00
23.893101999999999,,0x00,0x91
23.894383999999999,,0x00,0x84
23.895665999999999,,0x00,0x83
23.896947999999998,,0x00,0x50
23.898229000000001,,0x00,0x80
23.899571999999999,,0x00,0x92
23.900915000000001,,0x00,0x87
23.902197000000001,,0x00,0x50
23.903478000000000,,0x00,0x89
23.904760000000000,,0x00,0x80
23.906041999999999,,0x00,0x82
23.907323999999999,,0x00,0x83
23.908605000000001,,0x00,0x91
23.909887000000001,,0x00,0x80
23.911169000000001,,0x00,0x82
23.912451000000001,,0x00,0x8E
23.913792999999998,,0x00,0x8D
23.915136000000000,,0x00,0x50
23.916418000000000,,0x00,0x00
23.917700000000000,,0x00,0x00
23.918980999999999,,0x00,0x00
23.920262999999998,,0x90,0x00
23.921544999999998,,0x80,0x82
23.922827000000002,,0x93,0x92
23.924108000000000,,0x9B,0x82
23.925390000000000,,0x80,0x86
23.926672000000000,,0x93,0x9A
23.927952999999999,,0xC0,0x86
23.929296000000001,,0x70,0x8E
23.930638999999999,,0x50,0x8D
23.931920999999999,,0x50,0x8D
23.933202000000001,,0x50,0x80
23.934484000000001,,0x87,0x50
23.935766000000001,,0x88,0xE3
23.937048000000001,,0x83,0xA7
23.938329000000000,,0xC6,0xA0
23.939610999999999,,0x84,0xA2
23.940892999999999,,0x98,0xAA
23.942174999999999,,0x50,0xE3
23.943517000000000,,0x10,0xA4
23.944859999999998,,0x78,0xAC
23.946141999999998,,0x50,0xE3
23.947424000000002,,0x50,0x80
23.948705000000000,,0xCC,0x50
23.949987000000000,,0x80,0xAB
23.951269000000000,,0x87,0xAB
23.952551000000000,,0x8C,0xE3
23.953831999999998,,0xC0,0x8F
23.955113999999998,,0x99,0x96
23.956396000000002,,0x50,0x8D
23.957678000000001,,0x50,0xAA
23.959019999999999,,0x50,0xA4
23.960363000000001,,0x58,0xAC
23.961645000000001,,0x50,0xAE
23.962927000000001,,0x8C,0x50
23.964207999999999,,0xC4,0xAD
23.965489999999999,,0x9A,0xE7
23.966771999999999,,0x93,0xE7
23.968053999999999,,0x96,0xE7
23.969335000000001,,0xCE,0x9B
23.970617000000001,,0x50,0x50
23.971899000000001,,0x50,0x09
23.973241999999999,,0x50,0x0B
23.974584000000000,,0x70,0x09
23.975866000000000,,0x58,0x02
23.977148000000000,,0x00,0x00
23.978429999999999,,0x00,0x82
23.979711000000002,,0x00,0x87
23.980993000000002,,0x00,0x80
23.982275000000001,,0x00,0x91
23.983557000000001,,0x00,0x8C
23.984838000000000,,0x00,0x80
23.986120000000000,,0x00,0x8D
23.987401999999999,,0x00,0x83
23.988745000000002,,0x00,0x84
23.990086999999999,,0x00,0x91
23.991368999999999,,0x00,0x50
23.992650999999999,,0x00,0x86
23.993932999999998,,0x00,0x8E
23.995214000000001,,0x00,0x8B
23.996496000000000,,0x00,0x83
23.997778000000000,,0x00,0x94
23.999058999999999,,0x00,0x82
24.000340999999999,,0x00,0x8A
24.001622999999999,,0x00,0x50
24.002966000000001,,0x00,0x50
24.004308000000002,,0x00,0x50
24.005590000000002,,0x08,0x50
24.006872000000001,,0x90,0xFF
24.008154000000001,,0x04,0x9F
24.009495999999999,,0x7D,0x07
24.010777999999998,,0xFD,0xFD
24.012060000000002,,0xFE,0xFD
24.013342000000002,,0xFD,0xFD
24.014623000000000,,0xFD,0xFD
24.015905000000000,,0xFD,0x00
24.017187000000000,,0x00,0x00
24.018529999999998,,0x00,0x00
24.019871999999999,,0x00,0x00
24.021153999999999,,0x00,0x00
24.022435999999999,,0x00,0x00
24.023717999999999,,0x00,0x00
24.024999000000001,,0x00,0x2C
24.026281000000001,,0xFF,0xFF
24.027563000000001,,0xFF,0xFF
24.028845000000000,,0x00,0x00
24.030125999999999,,0x00,0x00
24.031407999999999,,0x00,0x00
24.032689999999999,,0x00,0x00
24.034033000000001,,0x00,0x00
24.035374999999998,,0x00,0x00
24.036657000000002,,0x00,0x00
24.037939000000001,,0x00,0x00
24.039221000000001,,0x00,0x00
24.040502000000000,,0x00,0x00
24.041784000000000,,0x00,0x00
24.043066000000000,,0x00,0x00
24.044347999999999,,0x00,0x00
24.045629000000002,,0x00,0x00
24.046911000000001,,0x00,0x00
24.048254000000000,,0x00,0x00
24.049596999999999,,0x00,0x00
24.050878000000001,,0x00,0x00
24.052160000000001,,0x00,0x00
24.053442000000000,,0x00,0x00
24.054724000000000,,0x00,0x00
24.056004999999999,,0x00,0x00
24.057286999999999,,0x00,0x00
24.058568999999999,,0x00,0x00
24.059850999999998,,0x00,0x00
24.061132000000001,,0x00,0x00
24.062414000000000,,0x00,0x00
24.063756999999999,,0x00,0x00
24.065100000000001,,0x00,0x00
24.066381000000000,,0x00,0x00
24.067663000000000,,0x00,0x00
24.068944999999999,,0x00,0x00
24.070226999999999,,0x00,0x00
24.071508000000001,,0x00,0x00
24.072790000000001,,0x00,0x00
24.074072000000001,,0x00,0x00
24.075353000000000,,0x00,0x00
24.076635000000000,,0x00,0x00
24.077978000000002,,0x00,0x00
24.079321000000000,,0x00,0x00
24.080603000000000,,0x00,0x00
24.081883999999999,,0x00,0x00
24.083165999999999,,0x00,0x00
24.084447999999998,,0x00,0x00
24.085729000000001,,0x00,0x00
24.087011000000000,,0x00,0x00
24.088293000000000,,0x00,0x00
24.089575000000000,,0x00,0x00
24.090855999999999,,0x00,0x00
24.092137999999998,,0x00,0x00
24.093481000000001,,0x00,0x00
24.094823999999999,,0x00,0x00
24.096105000000001,,0x00,0x00
24.097387000000001,,0x00,0x00
24.098669000000001,,0x00,0x00
24.099951000000001,,0x00,0x00
24.101232000000000,,0x00,0x00
24.102513999999999,,0x00,0x00
24.103795999999999,,0x00,0x00
24.105077999999999,,0x00,0x00
24.106359000000001,,0x00,0x00
24.107702000000000,,0x00,0x00
24.109044999999998,,0x00,0x00
24.110327000000002,,0x00,0x00
24.111608000000000,,0x00,0x00
24.112890000000000,,0x00,0x00
24.114172000000000,,0x00,0x00
24.115454000000000,,0x00,0x00
24.116734999999998,,0x00,0x00
24.118016999999998,,0x00,0x00
24.119299000000002,,0x00,0x00
24.120581000000001,,0x00,0x00
24.121862000000000,,0x00,0x00
24.123204999999999,,0x00,0x00
24.124548000000001,,0x00,0x00
24.125830000000001,,0x00,0x00
24.127110999999999,,0x00,0x00
24.128392999999999,,0x00,0x00
24.129674999999999,,0x00,0x00
24.130956999999999,,0x00,0x00
24.132238000000001,,0x00,0x00
24.133520000000001,,0x00,0x00
24.134802000000001,,0x00,0x00
24.136084000000000,,0x00,0x00
24.137426000000001,,0x00,0x00
24.138769000000000,,0x00,0x00
24.140051000000000,,0x00,0x00
24.141332999999999,,0x00,0x00
24.142613999999998,,0x00,0x00
24.143896000000002,,0x00,0x00
24.145178000000001,,0x00,0x00
24.146460000000001,,0x00,0x00
24.147741000000000,,0x00,0x00
24.149023000000000,,0x00,0x00
24.150304999999999,,0x00,0x00
24.151586000000002,,0x00,0x00
24.152929000000000,,0x00,0x00
24.154271999999999,,0x00,0x00
24.155553999999999,,0x00,0x00
24.156835999999998,,0x00,0x00
24.158117000000001,,0x00,0x00
24.159399000000001,,0x00,0x00
24.160681000000000,,0x00,0x00
24.161961999999999,,0x00,0x00
24.163243999999999,,0x00,0x00
24.164525999999999,,0x00,0x00
24.165807999999998,,0x00,0x00
24.167149999999999,,0x00,0x00
24.168493000000002,,0x00,0x00
24.169775000000001,,0x00,0x00
24.171057000000001,,0x00,0x00
24.172338000000000,,0x00,0x00
24.173620000000000,,0x00,0x00
24.174901999999999,,0x00,0x00
24.176183999999999,,0x00,0x00
24.177465000000002,,0x00,0x00
24.178747000000001,,0x00,0x00
24.180029000000001,,0x00,0x00
24.181311000000001,,0x00,0x00
24.182652999999998,,0x00,0x00
24.183996000000000,,0x00,0x00
24.185278000000000,,0x00,0x00
24.186560000000000,,0x00,0x00
24.187840999999999,,0x00,0x00
24.189122999999999,,0x00,0x00
24.190404999999998,,0x00,0x00
24.191687000000002,,0x00,0x00
24.192968000000000,,0x00,0x00
24.194250000000000,,0x00,0x00
24.195532000000000,,0x00,0x00
24.196874999999999,,0x00,0x00
24.198217000000000,,0x00,0x00
24.199498999999999,,0x00,0x00
24.200780999999999,,0x00,0x00
24.202062999999999,,0x00,0x00
24.203344000000001,,0x00,0x00
24.204626000000001,,0x00,0x00
24.205908000000001,,0x00,0x00
24.207190000000001,,0x00,0x00
24.208470999999999,,0x00,0x00
24.209752999999999,,0x00,0x00
24.211034999999999,,0x00,0x00
24.212378000000001,,0x00,0x00
24.213719999999999,,0x00,0x00
24.215001999999998,,0x00,0x00
24.216284000000002,,0x00,0x00
24.217566000000001,,0x00,0x00
24.218847000000000,,0x00,0x00
24.220129000000000,,0x00,0x00
24.221411000000000,,0x00,0x00
24.222693000000000,,0x00,0x00
24.223973999999998,,0x00,0x00
24.225256000000002,,0x00,0x00
24.226599000000000,,0x00,0x00
24.227941999999999,,0x00,0x00
24.229223000000001,,0x00,0x00
24.230505000000001,,0x00,0x00
24.231787000000001,,0x00,0x00
24.233069000000000,,0x00,0x00
24.234349999999999,,0x00,0x00
24.235631999999999,,0x00,0x00
24.236913999999999,,0x00,0x00
24.238195000000001,,0x00,0x00
24.239477000000001,,0x00,0x00
24.240759000000001,,0x00,0x00
24.242101999999999,,0x00,0x00
24.243445000000001,,0x00,0x00
24.244726000000000,,0x00,0x00
24.246008000000000,,0x00,0x00
24.247290000000000,,0x00,0x00
24.248570999999998,,0x00,0x00
24.249853000000002,,0x00,0x00
24.251135000000001,,0x00,0x00
24.252417000000001,,0x00,0x00
24.253698000000000,,0x00,0x00
24.254980000000000,,0x00,0x00
24.256322999999998,,0x00,0x00
24.257666000000000,,0x00,0x00
24.258946999999999,,0x00,0x00
24.260228999999999,,0x00,0x00
24.261510999999999,,0x00,0x00
24.262792999999999,,0x00,0x00
24.264074000000001,,0x00,0x00
24.265356000000001,,0x00,0x00
24.266638000000000,,0x00,0x00
24.267920000000000,,0x00,0x00
37.732717000000001,,0x00,0x00
37.749440000000000,,0x00,0x60
37.766224999999999,,0xFF,0x60
37.783009999999997,,0xFE,0x60
37.799733000000003,,0xFE,0x60
37.817495000000001,,0xFE,0x60
37.833181000000003,,0xFE,0x60
37.849964999999997,,0xFE,0x60
37.866689000000001,,0xFF,0x60
37.883474000000000,,0xFE,0x60
37.900136000000003,,0xFE,0x60
37.917287000000002,,0xFE,0x60
37.933644999999999,,0xFE,0x60
37.950367999999997,,0xFE,0x60
37.967213999999998,,0xFF,0x60
37.983938000000002,,0xFE,0x60
38.003103000000003,,0xFE,0x60
38.017324000000002,,0xFE,0x60
38.034047000000001,,0x7E,0x60
38.050770999999997,,0xFE,0x60
38.067556000000003,,0xFE,0x60
38.084279000000002,,0xFE,0x60
38.101368999999998,,0xFE,0x60
38.117787999999997,,0xFE,0x60
38.134511000000003,,0xFE,0x60
38.151235000000000,,0xFE,0x60
38.167959000000003,,0xFE,0x60
38.184742999999997,,0xFE,0x60
38.203969000000001,,0x7E,0x60
38.218190999999997,,0xFE,0x60
38.234974999999999,,0xFE,0x60
38.251699000000002,,0xFE,0x60
38.268422999999999,,0xFE,0x60
38.285513000000002,,0xFE,0x60
38.301931000000003,,0xFF,0x60
38.318655000000000,,0xFE,0x60
38.335439000000001,,0xFE,0x60
38.352162999999997,,0xFF,0x60
38.368887000000001,,0xFE,0x60
38.388052000000002,,0xFE,0x60
38.402394999999999,,0xFF,0x60
38.419119000000002,,0xFE,0x60
38.435842000000001,,0xFE,0x60
38.452627000000000,,0xFF,0x60
38.469717000000003,,0xFE,0x60
38.486074000000002,,0xFE,0x60
38.502859000000001,,0xFF,0x60
38.519582999999997,,0xFE,0x60
38.536306000000003,,0xFE,0x60
38.553091000000002,,0xFF,0x60
38.572439000000003,,0xFE,0x60
38.586537999999997,,0xFE,0x60
38.603323000000003,,0xFF,0x60
38.620047000000000,,0xFE,0x60
38.636769999999999,,0xFE,0x60
38.653494000000002,,0xFE,0x60
38.670645000000000,,0xFE,0x60
